,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
4128,[LIMITED]100GR. PURESPEEDPASTE * 84% ECLab result,DE  → DE,100,84,0.1958,0.001958,0.0023309524,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=676090.137031,http://lchudifyeqm4ldjj.onion/contactMember?member=Speedy-Gonzales,Speedy-Gonzales,28,5,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4566,♣INTRO♣ 6G COCAINE Flakes Uncut 90%,DE  → WW,6,90,0.1958,0.0326333333,0.0362592593,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=57888.587319,http://lchudifyeqm4ldjj.onion/contactMember?member=sky-high,sky-high,290,4.98,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
484,"05/07 ""Clean Bolivian"" Pure Cocaine -  5 Gr - +90%","FR  → FR, WW",5,90,0.1946,0.03892,0.0432444444,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=711645.181042,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaParis,CocaParis,170,4.94,FR,"FR, WW",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3010,7.5G COCAINE FLAKES 90% -JULY PROMO-,NL  → EU,7.5,90,0.193,0.0257333333,0.0285925926,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=836645.894584,http://lchudifyeqm4ldjj.onion/contactMember?member=GreyGooseGlobal,GreyGooseGlobal,230,4.87,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2861,"5g Cocaine, 89%",DE  → EU,5,89,0.1907,0.03814,0.0428539326,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=885607.32475,http://lchudifyeqm4ldjj.onion/contactMember?member=cocaMG,cocaMG,130,4.91,DE,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2874,5g Kokain 85% Fishscale Uncut,DE  → EU,5,85,0.1907,0.03814,0.0448705882,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=190514.146463,http://lchudifyeqm4ldjj.onion/contactMember?member=CLUBMEDIA,CLUBMEDIA,380,4.91,DE,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3032,7G  Cocaine 90%+ Pure  Uncut Colombian,EU  → EU,7,90,0.1907,0.0272428571,0.0302698413,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=23898.310708,http://lchudifyeqm4ldjj.onion/contactMember?member=stoneisland,stoneisland,130,5,EU,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3240,92% Peruvian Flake Cocaine 5g,BE  → WW,5,92,0.1907,0.03814,0.0414565217,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=491523.371279,http://lchudifyeqm4ldjj.onion/contactMember?member=Foreigner,Foreigner,70,4.98,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3296,> KWIKDRUGS-7G COCAINE ROCKETFUEL87%,GB  → WW,7,87,0.1907,0.0272428571,0.0313136289,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=528676.121985,http://lchudifyeqm4ldjj.onion/contactMember?member=KwikDrugs,KwikDrugs,580,4.96,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3145,7g Uncut Cocaine 90% Rocks GOT SALE Limited,US  → US,7,90,0.19,0.0271428571,0.0301587302,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=887204.701928,http://lchudifyeqm4ldjj.onion/contactMember?member=PeterDinklage,PeterDinklage,190,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3154,7g's HIGH QUALITY cocaine 80%-85% pure fish scale,US  → US,7,80,0.1878,0.0268285714,0.0335357143,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=597537.9365,http://lchudifyeqm4ldjj.onion/contactMember?member=TheMushroomManDM,TheMushroomManDM,90,4.97,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3044,7G COCAINE PERUVIAN UNCUT LABTEST 90%,NL  → WW,7,90,0.1876,0.0268,0.0297777778,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=673150.635585,http://lchudifyeqm4ldjj.onion/contactMember?member=The-Lost-Sheep,The-Lost-Sheep,17,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2782,5G  UNCUT COLOMBIAN COCAINE 93-96% PURE-WASH TO,"GB  → GB, IE",5,96,0.187,0.0374,0.0389583333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=107178.367721,http://lchudifyeqm4ldjj.onion/contactMember?member=drugkingz,drugkingz,200,4.89,GB,"GB, IE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2817,5G UNCUT COLOMBIAN FISHSCALE COCAINE 95%+ PURE=LAB,GB  → GB,5,95,0.186,0.0372,0.0391578947,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=794587.430230,http://lchudifyeqm4ldjj.onion/contactMember?member=superdrugz,superdrugz,280,4.94,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3007,7.5 gram Uncut Cocaine 86%,NL  → WW,7.5,86,0.1855,0.0247333333,0.0287596899,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=364083.268901,http://lchudifyeqm4ldjj.onion/contactMember?member=AmsterdamQuality,AmsterdamQuality,100,4.95,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3256,92% UNCUT COCAINE 5G [All orders sent in -24H],FR  → WW,5,92,0.1855,0.0371,0.040326087,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=93799.596227,http://lchudifyeqm4ldjj.onion/contactMember?member=Johndelasvegas,Johndelasvegas,140,4.83,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3694,Escrow 4g Cocaine Pure Flakes 90%+,"FR  → FR, EU",4,90,0.1855,0.046375,0.0515277778,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=300849.111162,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3558,Cocaine A Grade 100% Uncut 2 Gram,AU  → AU,2,100,0.1828,0.0914,0.0914,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=968552.453025,http://lchudifyeqm4ldjj.onion/contactMember?member=Theprofessionals,Theprofessionals,250,4.95,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4214,"|Fe| Royal Cocaine 90% +, 7 Grams",DE  → WW,7,90,0.1805,0.0257857143,0.0286507937,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=279649.891845,http://lchudifyeqm4ldjj.onion/contactMember?member=Royaldrug,Royaldrug,270,4.88,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2850,5g Cocaine / Kokain Bolivian 85%+,DE  → WW,5,85,0.1803,0.03606,0.0424235294,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=499404.872699,http://lchudifyeqm4ldjj.onion/contactMember?member=JohnsonAndJohnson,JohnsonAndJohnson,250,4.87,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2953,7 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMOT,NL  → EU,7,90,0.1803,0.0257571429,0.0286190476,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=259829.541401,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2976,7 gr A+ COCAINE CRYSTAL 90% purity,NL  → WW,7,90,0.1803,0.0257571429,0.0286190476,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=509904.791482,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2977,7 gr Colombian crystal cocaine 90%,NL  → WW,7,90,0.1803,0.0257571429,0.0286190476,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=281906.105006,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3227,8gr | Cocaine 88% Pure | PROMO SAMPLE SALE,"NL  → WW, EU",8,88,0.1803,0.0225375,0.0256107955,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=681645.208653,http://lchudifyeqm4ldjj.onion/contactMember?member=Redbull7,Redbull7,430,4.85,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3597,Colombian Flakey Fishscale Cocaine 7 gr (90%+),"NL  → EU, WW",7,90,0.1803,0.0257571429,0.0286190476,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=4005.141785,http://lchudifyeqm4ldjj.onion/contactMember?member=HardDrugsSpecialist,HardDrugsSpecialist,170,4.95,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4575,♥7 grams Presidential Quality Cocaine 87%,BE  → WW,7,87,0.1803,0.0257571429,0.0296059113,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=342751.563235,http://lchudifyeqm4ldjj.onion/contactMember?member=DONALD-TRUMP,DONALD-TRUMP,240,4.96,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
853,10G PURE QUALITY COLOMBIAN COCAINE 93%,WW  → WW,10,93,0.1789,0.01789,0.0192365591,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=792988.400098,http://lchudifyeqm4ldjj.onion/contactMember?member=Topstore,Topstore,80,4.94,WW,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4054,Worlds Best 96% Cocaine Sampler - 5g,"GB  → WW, EU",5,96,0.176,0.0352,0.0366666667,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=54233.591314,http://lchudifyeqm4ldjj.onion/contactMember?member=thebestchemist,thebestchemist,980,4.88,GB,"WW, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2530,5 GRAMS OF ECUADORIAN FLAKE COCAINE 90%,BE  → WW,5,90,0.175,0.035,0.0388888889,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=630430.902530,http://lchudifyeqm4ldjj.onion/contactMember?member=Foreigner,Foreigner,70,4.98,BE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2797,5G FIRST CLASS COCAINE / KOKAIN from Colombia 92%,DE  → WW,5,92,0.175,0.035,0.0380434783,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=805612.213224,http://lchudifyeqm4ldjj.onion/contactMember?member=WhiteDr3ams,WhiteDr3ams,660,4.94,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3127,"7g PURE QUALITY 94% PREMIUM, COCAINE, CANADA TO CA","CA  → CA, EU",7,94,0.1749,0.0249857143,0.0265805471,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=840608.213393,http://lchudifyeqm4ldjj.onion/contactMember?member=kanada_kartel,kanada_kartel,60,4.95,CA,"CA, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2584,5.0g Uncut Cocaine 90%,US  → US,5,90,0.174,0.0348,0.0386666667,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=148570.91545,http://lchudifyeqm4ldjj.onion/contactMember?member=PeterDinklage,PeterDinklage,190,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2490,4g Cocaine Pure Flakes 90%+,"FR  → FR, EU",4,90,0.172,0.043,0.0477777778,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=820286.871883,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3037,7G 88% Premium FISHSCALE Cocaine🐠 ESCROW,GB  → WW,7,88,0.1719,0.0245571429,0.0279058442,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=688142.545934,http://lchudifyeqm4ldjj.onion/contactMember?member=ukwhite,ukwhite,190,4.88,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
