,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
1620,20 GR Cocaine 93% Pure  for 900 Euro   ESCROW,"DE  → DE, WW",20,93,0.463,0.02315,0.0248924731,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=347033.580308,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1659,20G COCAINE 90% - Straight From The BRICK,NL  → EU,20,90,0.463,0.02315,0.0257222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=941967.814867,http://lchudifyeqm4ldjj.onion/contactMember?member=DiscounterNL,DiscounterNL,70,4.76,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1665,20G PERUVIAN COKE 90%+ ➡ FROM DE+TRACK+LAB,"DE  → EU, GB",20,90,0.463,0.02315,0.0257222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=498369.214976,http://lchudifyeqm4ldjj.onion/contactMember?member=Post-Guy,Post-Guy,20,5,DE,"EU, GB",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1666,20G PERUVIAN COKE 90%+ ➡ FROM UK+TRACK+LAB,"DE  → EU, GB",20,90,0.463,0.02315,0.0257222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=29766.134277,http://lchudifyeqm4ldjj.onion/contactMember?member=Post-Guy,Post-Guy,20,5,DE,"EU, GB",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1696,20gr AAA+ COCAINE FLAKES 90% ACTIONNNN,NL  → WW,20,90,0.463,0.02315,0.0257222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=856866.151758,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3178,81%+ EC Tested Cocaine No Levaminsole!!! 14g,US  → WW,14,81,0.463,0.0330714286,0.0408289242,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=421283.774779,http://lchudifyeqm4ldjj.onion/contactMember?member=GiveMeSleep,GiveMeSleep,7,5,US,WW,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1030,"14.0g Peruvian UNCUT Cocaine ""LA PERLA"" ~87% Pure",GB  → WW,14,87,0.457,0.0326428571,0.0375205255,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=591584.120099,http://lchudifyeqm4ldjj.onion/contactMember?member=BritishDragon,BritishDragon,2350,4.94,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3614,Columbian Flake Cocaine - 75 % ~ 82% - 14G,GB  → WW,14,75,0.457,0.0326428571,0.0435238095,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=255962.520318,http://lchudifyeqm4ldjj.onion/contactMember?member=QuickLick,QuickLick,700,4.87,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1055,14G LA REINA DE MEDELLìN (Columbian fishscale) 90%,US  → US,14,90,0.452,0.0322857143,0.0358730159,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=593566.911471,http://lchudifyeqm4ldjj.onion/contactMember?member=JETSETLIFE,JETSETLIFE,370,4.96,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3886,Peruvian 90%  25g- Special Offer - SALE,NL  → WW,25,90,0.45,0.018,0.02,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=73767.412305,http://lchudifyeqm4ldjj.onion/contactMember?member=Diamondseller,Diamondseller,24,4.76,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1174,15G COCAINE (Peru) A+++ 90% Fishscale,DE  → WW,15,90,0.448,0.0298666667,0.0331851852,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=621952.90696,http://lchudifyeqm4ldjj.onion/contactMember?member=FAST-DRUG,FAST-DRUG,20,5,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3610,Columbian Flake Cocaine - 75 % ~ 82%  - 14G,GB  → WW,14,75,0.44,0.0314285714,0.0419047619,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=275421.752205,http://lchudifyeqm4ldjj.onion/contactMember?member=QuickLick,QuickLick,700,4.87,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
825,10G - Peruvian Fishscale Cocaine - 87% LAB TESTED,DE  → EU,10,87,0.438,0.0438,0.0503448276,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=359325.746211,http://lchudifyeqm4ldjj.onion/contactMember?member=WizzardOfOz,WizzardOfOz,40,5,DE,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1677,20g Cocaine / Kokain Bolivian 85%+,DE  → WW,20,85,0.438,0.0219,0.0257647059,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=218146.384611,http://lchudifyeqm4ldjj.onion/contactMember?member=JohnsonAndJohnson,JohnsonAndJohnson,250,4.87,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1106,14g GRAM   90% Pure Cocaine,GB  → EU,14,90,0.434,0.031,0.0344444444,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=739376.377893,http://lchudifyeqm4ldjj.onion/contactMember?member=Highpurity420,Highpurity420,1150,4.94,GB,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1632,20 gram Columbian Cocaine 92%,EU  → WW,20,92,0.4329,0.021645,0.0235271739,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=882571.112191,http://lchudifyeqm4ldjj.onion/contactMember?member=AmsterdamNL,AmsterdamNL,150,4.93,EU,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,28 gr cocaine 70%,NL  → WW,28,70,0.4329,0.0154607143,0.0220867347,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=932909.962763,http://lchudifyeqm4ldjj.onion/contactMember?member=AMSTERDAM_INC,AMSTERDAM_INC,40,5,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1732,25 gr PERUVIAN 94% FE,"DE  → DE, WW",25,94,0.43,0.0172,0.0182978723,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=540829.448936,http://lchudifyeqm4ldjj.onion/contactMember?member=BVB09ARMY,BVB09ARMY,60,4.55,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2306,3.5g of Escobar's Colombian Cocaine 89% + A++++,"AU  → AU, NZ",3.5,89,0.428,0.1222857143,0.137399679,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=254660.258103,http://lchudifyeqm4ldjj.onion/contactMember?member=escobar-australia,escobar-australia,170,5,AU,"AU, NZ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1053,14G HIGH HEAT COCAINE //BRAND STAMP 99%//,"CA  → WW, EU",14,99,0.418,0.0298571429,0.0301587302,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=252365.678854,http://lchudifyeqm4ldjj.onion/contactMember?member=instagramz,instagramz,70,4.96,CA,"WW, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2178,3.5 Grams of Cocaine - PLATINUM QUALITY +90% PURE,AU  → AU,3.5,90,0.4139,0.1182571429,0.1313968254,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=862950.876505,http://lchudifyeqm4ldjj.onion/contactMember?member=Uncut_Ozzie_Rox,Uncut_Ozzie_Rox,50,4.9,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2245,3.5g (8ball) 72%-76% OILY PURE COCAINE FLAKE GOODN,"AU  → AU, NZ",3.5,72,0.4139,0.1182571429,0.1642460317,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=871581.1846,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeBlowOz,JoeBlowOz,32,4.97,AU,"AU, NZ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
993,14 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  → DE, WW",14,90,0.412,0.0294285714,0.0326984127,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=955278.288659,http://lchudifyeqm4ldjj.onion/contactMember?member=MissNarco,MissNarco,28,4.39,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1627,20 Gram First Class Colombian Cocaine 90%+,DE  → DE,20,90,0.412,0.0206,0.0228888889,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=540846.360536,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1688,20g Pure uncut colombian crystal cocaine! 90% AA,NL  → WW,20,90,0.412,0.0206,0.0228888889,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=383939.974439,http://lchudifyeqm4ldjj.onion/contactMember?member=dutch-narco,dutch-narco,300,4.88,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1704,20gr | Cocaine 88% Pure | PROMO SAMPLE SALE,"NL  → WW, EU",20,88,0.412,0.0206,0.0234090909,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=666517.396295,http://lchudifyeqm4ldjj.onion/contactMember?member=Redbull7,Redbull7,430,4.85,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1074,14G($65/g) UNCUT PERUVIAN FISHSCALE COCAINE !!81%!,CA  → WW,14,81,0.4118,0.0294142857,0.036313933,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=781640.447270,http://lchudifyeqm4ldjj.onion/contactMember?member=BC-Best-Exports,BC-Best-Exports,15,5,CA,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1146,14g★Pure Raw 94% Columbian Cocaine★,US  → US,14,94,0.4118,0.0294142857,0.0312917933,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=617606.439571,http://lchudifyeqm4ldjj.onion/contactMember?member=TheRealTrapGod,TheRealTrapGod,110,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
888,10g Cocaine Pure Flakes 90%+,"FR  → FR, EU",10,90,0.411,0.0411,0.0456666667,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=535248.163467,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1005,14 Grams of 84% Peruvian Flake Cocaine,"GB  → GB, WW",14,84,0.4109,0.02935,0.0349404762,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=892468.591871,http://lchudifyeqm4ldjj.onion/contactMember?member=JehovahUK,JehovahUK,2450,4.97,GB,"GB, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1041,14G BEST COKE! 86% PLUS! CLEAN FLAKE. ** CRAZY PR,GB  → WW,14,86,0.4109,0.02935,0.034127907,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=551582.646269,http://lchudifyeqm4ldjj.onion/contactMember?member=dankofengland1,dankofengland1,1250,4.88,GB,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1117,14g PURE OLD SCHOOL COCAINE 99% ++,"GB  → GB, EU",14,99,0.4109,0.02935,0.0296464647,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=350711.283465,http://lchudifyeqm4ldjj.onion/contactMember?member=WholeSALERS,WholeSALERS,210,4.72,GB,"GB, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1129,14g Pure Cocaine heavyHigh A+ Quality 90-95% £700,"GB  → WW, EU",14,95,0.4109,0.02935,0.0308947368,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=153519.473126,http://lchudifyeqm4ldjj.onion/contactMember?member=alisdrugstore,alisdrugstore,820,4.76,GB,"WW, EU",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4105,[ENERGYCONTROL TESTED] 14.0G OF 92% UK2UK COCAINE.,GB  → GB,14,92,0.4109,0.02935,0.0319021739,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=319999.578994,http://lchudifyeqm4ldjj.onion/contactMember?member=fastfooduk,fastfooduk,190,4.84,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
